Time Bucket (America/Costa_Rica),UTEM CIER DAVID-Mains_A (kWhs),UTEM CIER DAVID-Mains_B (kWhs),UTEM CIER DAVID-Mains_C (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWhs),UTEM CIER DAVID-Solar/Generation-Inversor (kWhs),UTEM CIER DAVID-Room/Multi-use Circuit-Contactos David (kWhs),UTEM CIER DAVID-Lights-Alumbrado (kWhs),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWhs),UTEM CIER DAVID-Other-Circuit_15 (kWhs),UTEM CIER DAVID-Other-Circuit_16 (kWhs)
10/01/2024 03:00:00,0.2175,0.006,0.0256,0.0171,0.008,0.0126,0.0146,0.0571,0.0266,0.0085,0.1818,0.0,0.003,-0.0,0.0,0.1817,0.0,0,0
10/01/2024 04:00:00,0.2172,0.006,0.0256,0.0171,0.0081,0.0127,0.0147,0.0566,0.0267,0.0085,0.182,0.0,0.0032,-0.0,0.0,0.1820,0.0,0,0
10/01/2024 05:00:00,0.2181,0.006,0.0256,0.0171,0.008,0.0127,0.0146,0.0574,0.0268,0.0085,0.1822,0.0,0.0031,-0.0,0.0,0.1822,0.0,0,0
10/01/2024 06:00:00,0.1547,0.006,0.0257,0.017,0.0083,0.0127,0.0148,0.0416,0.0267,0.0085,0.1357,0.0,0.0032,-0.0,0.0,0.1357,0.0,0,0
10/01/2024 07:00:00,0.0081,0.0061,0.0257,0.0167,0.0088,0.0129,0.015,0.0297,0.0268,0.0085,0.0,0.0,0.0032,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 08:00:00,0.008,0.0061,0.0256,0.0167,0.0085,0.0129,0.0149,0.0295,0.0267,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 09:00:00,0.008,0.006,0.0254,0.0166,0.0083,0.0128,0.0149,0.0293,0.0266,0.0084,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 10:00:00,0.0079,0.0059,0.0253,0.0165,0.0082,0.0127,0.0148,0.0291,0.0265,0.0084,0.0,0.0,0.0027,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 11:00:00,0.0079,0.006,0.0254,0.0165,0.0083,0.0128,0.0148,0.0291,0.0265,0.0084,0.0,0.0,0.0028,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 12:00:00,0.008,0.006,0.0253,0.0166,0.0083,0.0128,0.0149,0.0293,0.0266,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 13:00:00,0.0079,0.006,0.0252,0.0165,0.0084,0.0128,0.0148,0.0292,0.0265,0.0084,0.0,0.0,0.0029,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 14:00:00,0.008,0.006,0.0252,0.0165,0.0082,0.0127,0.0148,0.0291,0.0263,0.0083,0.0,0.0,0.0026,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 15:00:00,0.008,0.006,0.0253,0.0165,0.0081,0.0127,0.0148,0.0291,0.0262,0.0083,0.0,0.0,0.0027,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 16:00:00,0.008,0.006,0.0253,0.0165,0.0079,0.0127,0.0147,0.0291,0.0261,0.0083,0.0,0.0,0.0025,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 17:00:00,0.0339,0.006,0.0253,0.0165,0.008,0.0126,0.0145,0.052,0.026,0.0082,0.0,0.0,0.0025,-0.0,0.0,0.0000,0.0,0,0
10/01/2024 18:00:00,0.0626,0.0059,0.0252,0.0165,0.008,0.0126,0.0144,0.0549,0.026,0.0082,0.0261,0.0,0.0025,-0.0,0.0,0.0261,0.0,0,0
10/01/2024 19:00:00,0.2174,0.0058,0.0252,0.0169,0.0078,0.0124,0.0144,0.0556,0.0262,0.0084,0.1826,0.0,0.0027,-0.0,0.0,0.1826,0.0,0,0
10/01/2024 20:00:00,0.2172,0.0059,0.0252,0.017,0.0079,0.0125,0.0145,0.0556,0.0262,0.0084,0.1824,0.0,0.0027,-0.0,0.0,0.1824,0.0,0,0
10/01/2024 21:00:00,0.2168,0.0059,0.0253,0.017,0.0076,0.0125,0.0145,0.0556,0.0262,0.0084,0.182,0.0,0.0026,-0.0,0.0,0.1821,0.0,0,0
10/01/2024 22:00:00,0.2169,0.0059,0.0254,0.017,0.0076,0.0125,0.0145,0.056,0.0261,0.0085,0.182,0.0,0.0027,-0.0,0.0,0.1821,0.0,0,0
10/01/2024 23:00:00,0.2166,0.006,0.0254,0.017,0.0079,0.0126,0.0146,0.0562,0.0264,0.0085,0.1818,0.0,0.0028,-0.0,0.0,0.1818,0.0,0,0
10/02/2024 00:00:00,0.2171,0.006,0.0254,0.0171,0.008,0.0126,0.0146,0.0566,0.0265,0.0085,0.1821,0.0,0.0028,-0.0,0.0,0.1821,0.0,0,0
10/02/2024 01:00:00,0.2174,0.0061,0.0254,0.0172,0.0081,0.0127,0.0147,0.0569,0.0267,0.0085,0.1821,0.0,0.0028,-0.0,0.0,0.1822,0.0,0,0
10/02/2024 02:00:00,0.218,0.0061,0.0254,0.0172,0.008,0.0127,0.0147,0.0576,0.0268,0.0086,0.1822,0.0,0.003,-0.0,0.0,0.1823,0.0,0,0
10/02/2024 03:00:00,0.218,0.006,0.0254,0.0172,0.0081,0.0127,0.0148,0.0574,0.0269,0.0086,0.1825,0.0,0.0033,-0.0,0.0,0.1825,0.0,0,0
10/02/2024 04:00:00,0.2185,0.006,0.0254,0.0173,0.0083,0.0127,0.0148,0.0576,0.0271,0.0086,0.1828,0.0,0.0035,-0.0,0.0,0.1828,0.0,0,0
10/02/2024 05:00:00,0.2082,0.0059,0.0254,0.0173,0.0083,0.0127,0.0149,0.0481,0.0271,0.0086,0.1831,0.0,0.0034,-0.0,0.0,0.1830,0.0,0,0
10/02/2024 06:00:00,0.1436,0.0061,0.0255,0.0172,0.0084,0.0128,0.015,0.0299,0.027,0.0086,0.1378,0.0,0.0034,-0.0,0.0,0.1377,0.0,0,0
10/02/2024 07:00:00,0.8015,0.9848,1.3835,0.0165,0.0077,1.6185,1.9621,0.0296,0.0266,0.0084,0.0,0.0,0.0106,-0.0,0.0,0.0000,0.0,0,0
10/02/2024 08:00:00,1.2037,1.6168,2.107,0.016,0.007,2.4585,3.0422,0.0288,0.0259,0.0081,0.0,0.0904,0.0224,-0.0,0.0,0.0000,0.0,0,0
10/02/2024 09:00:00,1.0509,1.8745,2.1315,0.0213,0.0125,2.1621,3.2319,0.0291,0.0263,0.0083,0.0018,0.2513,0.0213,-0.0,0.0002,0.0000,0.0016,0,0
10/02/2024 10:00:00,1.7785,2.54,1.8552,1.2641,1.3387,0.1212,3.0099,0.0271,0.0235,0.0077,0.4536,0.4177,0.0139,-0.0,0.0449,0.0000,0.4055,0,0
10/02/2024 11:00:00,3.5372,3.6841,2.398,2.564,2.7283,0.1346,3.4185,0.0316,0.078,0.0089,0.8899,0.6673,0.0071,-0.0,0.0941,0.0011,0.7894,0,0
10/02/2024 12:00:00,3.6328,3.5405,2.4758,2.6513,2.8204,0.137,3.5264,0.0322,0.0268,0.009,0.8952,0.4786,0.0027,-0.0025,0.0912,0.0085,0.7984,0,0
10/02/2024 13:00:00,3.5159,3.4368,2.4027,2.5691,2.7333,0.132,3.4217,0.031,0.0269,0.0087,0.8611,0.4661,0.003,-0.0,0.0903,0.0085,0.7648,0,0
10/02/2024 14:00:00,3.6785,3.4823,2.4412,2.6104,2.7697,0.1344,3.4834,0.0318,0.0347,0.009,0.9782,0.4503,0.0031,-0.0,0.1916,0.0085,0.7802,0,0
10/02/2024 15:00:00,3.6886,2.2769,1.7438,2.6514,2.8088,0.1988,0.9471,0.032,0.0266,0.009,0.9206,0.5145,0.0035,-0.0,0.1336,0.0085,0.7857,0,0
10/02/2024 16:00:00,3.387,1.6234,1.3283,2.5668,2.7154,0.0112,0.0146,0.0311,0.0258,0.0087,0.7982,0.3715,0.0046,-0.0,0.0262,0.0085,0.7665,0,0
10/02/2024 17:00:00,4.0631,1.7337,2.0694,2.474,2.6045,1.6111,0.0145,0.0305,0.0241,0.0084,0.8014,0.5258,0.0033,-0.0,0.0467,0.0085,0.7506,0,0
10/02/2024 18:00:00,1.9647,0.757,1.0628,1.1044,1.1551,0.9835,0.0143,0.0434,0.0237,0.0082,0.3709,0.2168,0.0045,-0.0,0.0218,0.0085,0.3394,0,0
10/02/2024 19:00:00,0.2224,0.0119,0.0253,0.0168,0.0074,0.0122,0.014,0.0542,0.0254,0.0082,0.1865,0.0061,0.0046,-0.0,0.0167,0.0085,0.0,0,0
10/02/2024 20:00:00,0.2282,0.006,0.0256,0.017,0.0076,0.0124,0.0143,0.0577,0.0259,0.0083,0.1896,0.0,0.0038,-0.0,0.0176,0.0085,0.0,0,0
10/02/2024 21:00:00,0.23,0.006,0.0255,0.0171,0.0079,0.0126,0.0145,0.0584,0.0262,0.0084,0.1916,0.0,0.0028,-0.0,0.0182,0.0085,0.0,0,0
10/02/2024 22:00:00,0.231,0.0117,0.0255,0.0171,0.0078,0.0126,0.0145,0.0592,0.0263,0.0084,0.192,0.0057,0.0024,-0.0,0.0181,0.1387,0.0,0,0
10/02/2024 23:00:00,0.2311,0.0061,0.0255,0.0172,0.0079,0.0126,0.0146,0.0595,0.0264,0.0085,0.192,0.0,0.0025,-0.0,0.0184,0.1658,0.0,0,0
10/03/2024 00:00:00,0.2299,0.0061,0.0255,0.0173,0.0082,0.0127,0.0147,0.0587,0.0265,0.0085,0.192,0.0,0.0028,-0.0,0.0187,0.1672,0.0,0,0
10/03/2024 01:00:00,0.2303,0.0062,0.0255,0.0174,0.0082,0.0128,0.0148,0.0592,0.0267,0.0085,0.1921,0.0,0.0029,-0.0,0.019,0.1668,0.0,0,0
10/03/2024 02:00:00,0.2305,0.0061,0.0256,0.0174,0.0083,0.0128,0.0148,0.0593,0.0269,0.0086,0.1923,0.0,0.0034,-0.0,0.0192,0.1683,0.0,0,0
10/03/2024 03:00:00,0.2323,0.0063,0.0255,0.0175,0.0083,0.013,0.0149,0.0606,0.0271,0.0086,0.1929,0.0,0.0036,-0.0,0.0192,0.1718,0.0,0,0
10/03/2024 04:00:00,0.2321,0.0062,0.0255,0.0175,0.0083,0.0129,0.0149,0.0604,0.0272,0.0086,0.1931,0.0,0.0034,-0.0,0.0193,0.1709,0.0,0,0
10/03/2024 05:00:00,0.2214,0.0062,0.0255,0.0175,0.0084,0.0129,0.015,0.0503,0.0272,0.0086,0.1936,0.0,0.0034,-0.0,0.0192,0.1675,0.0,0,0
10/03/2024 06:00:00,0.1573,0.0062,0.0255,0.0175,0.0087,0.013,0.0152,0.0327,0.0273,0.0086,0.151,0.0,0.0035,-0.0,0.0192,0.1283,0.0,0,0
10/03/2024 07:00:00,1.1364,1.5144,1.951,0.0165,0.0083,2.2617,2.7412,0.0318,0.0265,0.0082,0.0187,0.1394,0.0475,-0.0,0.0184,0.0000,0.0,0,0
10/03/2024 08:00:00,1.2465,1.655,2.1879,0.0151,0.0074,2.4842,2.9853,0.0294,0.0246,0.0076,0.017,0.1574,0.0847,-0.0,0.0168,0.0000,0.0,0,0
10/03/2024 09:00:00,1.1733,1.5109,2.0435,0.0137,0.0064,2.3402,2.8072,0.0265,0.0222,0.0069,0.0153,0.1021,0.042,-0.0,0.015,0.0000,0.0,0,0
10/03/2024 10:00:00,2.2817,2.0095,2.4468,0.8473,0.8938,2.3383,2.7697,0.0251,0.0247,0.0067,0.2926,0.205,0.0128,-0.0,0.0353,0.0008,0.2553,0,0
10/03/2024 11:00:00,4.3504,3.068,3.431,2.2852,2.4132,2.6185,3.0945,0.0276,0.0246,0.0077,0.795,0.397,0.0065,-0.0,0.0892,0.0008,0.7004,0,0
10/03/2024 12:00:00,3.4274,2.5027,2.7389,1.8336,1.9379,2.0318,2.4714,0.0218,0.0181,0.0061,0.6176,0.3673,0.0268,-0.0,0.0632,0.0008,0.5501,0,0
10/03/2024 13:00:00,4.7881,3.4758,3.7463,2.5925,2.742,2.8425,3.3902,0.0308,0.0257,0.0086,0.8207,0.5095,0.0031,-0.0,0.0444,0.0008,0.7713,0,0
10/03/2024 14:00:00,0.8264,0.8049,1.0622,0.2327,0.2375,1.1079,1.3265,0.0308,0.025,0.0083,0.0824,0.032,0.0038,-0.0,0.0208,0.0008,0.061,0,0
10/03/2024 15:00:00,0.021,0.0075,0.0259,0.0165,0.0082,0.0128,0.0147,0.0312,0.0252,0.0083,0.0208,0.0,0.0031,-0.0,0.0203,0.0008,0.0,0,0
10/03/2024 16:00:00,2.9372,1.4114,1.1237,2.1735,2.286,0.0113,0.0145,0.031,0.024,0.0098,0.7513,0.3495,0.0034,-0.0,0.082,0.0008,0.6645,0,0
10/03/2024 17:00:00,3.2271,1.4739,1.2303,2.3964,2.512,0.0099,0.0136,0.0291,0.0266,0.0123,0.8167,0.2954,0.0031,-0.0,0.0818,0.0008,0.7292,0,0
10/03/2024 18:00:00,3.9139,1.9396,2.1152,2.4636,2.5755,1.07,0.0148,0.0373,0.0285,0.0357,0.9081,0.7286,0.3088,-0.0,0.1225,0.0008,0.7701,0,0
10/03/2024 19:00:00,3.3975,1.5333,1.6783,2.0097,2.1037,0.8082,0.0146,0.0561,0.0309,0.0327,0.9569,0.5425,0.232,-0.0,0.1299,0.0008,0.6459,0,0
10/03/2024 20:00:00,0.225,0.0136,0.0246,0.0168,0.0074,0.0122,0.0141,0.0565,0.0243,0.0082,0.1873,0.0053,0.0039,-0.0,0.0204,0.0008,0.0,0,0
10/03/2024 21:00:00,0.2276,0.0091,0.0247,0.017,0.0075,0.0125,0.0144,0.0571,0.0245,0.0084,0.1902,0.0,0.0024,-0.0,0.021,0.0008,0.0,0,0
10/03/2024 22:00:00,0.2288,0.0091,0.0248,0.0171,0.0078,0.0126,0.0145,0.0582,0.0247,0.0084,0.1907,0.0,0.0023,-0.0,0.0213,0.0008,0.0,0,0
10/03/2024 23:00:00,0.2295,0.0061,0.0248,0.0172,0.0081,0.0127,0.0146,0.0586,0.0263,0.0084,0.1913,0.0,0.0023,-0.0,0.0216,0.0008,0.0,0,0
10/04/2024 00:00:00,0.2307,0.0062,0.0247,0.0173,0.0081,0.0127,0.0147,0.0592,0.0266,0.0085,0.1921,0.0,0.0023,-0.0,0.0219,0.0008,0.0,0,0
10/04/2024 01:00:00,0.2304,0.0062,0.0248,0.0174,0.0084,0.0129,0.0148,0.0594,0.0268,0.0085,0.1918,0.0,0.0026,-0.0,0.0192,0.0008,0.0,0,0
10/04/2024 02:00:00,0.2312,0.0061,0.0248,0.0174,0.0085,0.0129,0.0148,0.0601,0.0269,0.0085,0.192,0.0,0.0028,-0.0,0.0191,0.0008,0.0,0,0
10/04/2024 03:00:00,0.2307,0.0062,0.0249,0.0174,0.0083,0.0127,0.0148,0.0596,0.0268,0.0086,0.1921,0.0,0.0027,-0.0,0.0189,0.0008,0.0,0,0
10/04/2024 04:00:00,0.2315,0.0061,0.0248,0.0174,0.0083,0.0128,0.0148,0.0603,0.0269,0.0086,0.1923,0.0,0.0027,-0.0,0.0189,0.0008,0.0,0,0
10/04/2024 05:00:00,0.2308,0.0061,0.0248,0.0174,0.0082,0.0128,0.0148,0.0593,0.027,0.0086,0.1926,0.0,0.0027,-0.0,0.0189,0.0008,0.0,0,0
10/04/2024 06:00:00,0.1546,0.0062,0.0248,0.0173,0.0084,0.013,0.015,0.0383,0.027,0.0086,0.142,0.0,0.0028,-0.0,0.0189,0.0008,0.0,0,0
10/04/2024 07:00:00,0.9343,1.1155,1.577,0.0165,0.0077,1.8542,2.2225,0.0321,0.0266,0.0083,0.0188,0.0,0.0057,-0.0,0.0182,0.0008,0.0,0,0
10/04/2024 08:00:00,1.2942,1.55,2.2155,0.0152,0.0065,2.579,3.0879,0.03,0.025,0.0078,0.0171,0.0001,0.0309,-0.0,0.0165,0.0008,0.0,0,0
10/04/2024 09:00:00,1.4326,1.7126,2.4631,0.0161,0.0074,2.856,3.4109,0.0316,0.0265,0.0084,0.0179,0.0001,0.0243,-0.0,0.0175,0.0005,0.0,0,0
10/04/2024 10:00:00,1.4435,1.7775,2.5532,0.016,0.0073,2.9211,3.5399,0.0313,0.0263,0.0083,0.0176,0.0001,0.0217,-0.0,0.0172,0.0000,0.0,0,0
10/04/2024 11:00:00,4.3548,3.3347,3.7053,2.1723,2.297,2.9345,3.5893,0.0318,0.0304,0.0088,0.7669,0.4705,0.0444,-0.0,0.0899,0.0003,0.6717,0,0
10/04/2024 12:00:00,4.9811,3.6147,3.8493,2.6585,2.8061,2.9198,3.4873,0.0317,0.027,0.0089,0.9108,0.5667,0.0122,-0.0,0.1017,0.0003,0.8029,0,0
10/04/2024 13:00:00,4.9772,3.3535,3.8322,2.6525,2.8031,2.9067,3.478,0.0317,0.0265,0.009,0.9189,0.3113,0.0076,-0.0,0.1153,0.0003,0.7974,0,0
10/04/2024 14:00:00,5.1434,3.5051,3.8313,2.6508,2.8009,2.914,3.5007,0.0317,0.0253,0.009,1.0748,0.4537,0.0072,-0.0,0.2803,0.0003,0.7887,0,0
10/04/2024 15:00:00,3.0831,2.207,2.3261,1.7091,1.8041,1.7035,2.0498,0.0206,0.0164,0.0057,0.5433,0.3446,0.0091,-0.0,0.0348,0.0003,0.5065,0,0
10/04/2024 16:00:00,2.4361,1.7335,1.8027,1.3825,1.4578,1.2787,1.5409,0.0167,0.0129,0.0046,0.4293,0.2855,0.0097,-0.0,0.0177,0.0003,0.4097,0,0
10/04/2024 17:00:00,4.7933,3.4797,3.7286,2.5924,2.727,2.8173,3.4024,0.0318,0.0243,0.0088,0.8202,0.5058,0.0077,-0.0,0.0382,0.0003,0.7764,0,0
10/04/2024 18:00:00,4.7306,3.337,3.6064,2.5122,2.6448,2.7066,3.3087,0.0391,0.0246,0.0123,0.8635,0.4492,0.0079,-0.0,0.0524,0.0003,0.7762,0,0
10/04/2024 19:00:00,4.4197,2.6783,2.8853,2.4221,2.5602,1.9193,2.3645,0.0636,0.026,0.009,0.9906,0.3085,0.0087,-0.0,0.0289,0.0003,0.7797,0,0
10/04/2024 20:00:00,0.4142,0.1089,0.0822,0.1274,0.1258,0.0124,0.0144,0.0578,0.0261,0.0085,0.2645,0.0495,0.0082,-0.0,0.021,0.0003,0.0744,0,0
10/04/2024 21:00:00,0.2278,0.0061,0.0259,0.0172,0.0079,0.0125,0.0145,0.0584,0.0262,0.0085,0.1897,0.0002,0.0082,-0.0,0.0213,0.0003,0.0,0,0
10/04/2024 22:00:00,0.2283,0.006,0.026,0.0169,0.0073,0.0122,0.0143,0.0585,0.0257,0.0084,0.1897,0.0002,0.0078,-0.0,0.0207,0.0003,0.0,0,0
10/04/2024 23:00:00,0.2293,0.006,0.0261,0.0171,0.0077,0.0123,0.0144,0.0592,0.0259,0.0084,0.1904,0.0002,0.0079,-0.0,0.021,0.0003,0.0,0,0
10/05/2024 00:00:00,0.2283,0.0061,0.0261,0.017,0.0078,0.0124,0.0144,0.0582,0.026,0.0085,0.1904,0.0002,0.0079,-0.0,0.0211,0.0003,0.0,0,0
10/05/2024 01:00:00,0.229,0.0061,0.0261,0.0172,0.0077,0.0125,0.0146,0.0588,0.0262,0.0085,0.1907,0.0002,0.008,-0.0,0.0215,0.0003,0.0,0,0
10/05/2024 02:00:00,0.2291,0.0062,0.0261,0.0173,0.008,0.0125,0.0146,0.0589,0.0264,0.0085,0.1909,0.0002,0.0081,-0.0,0.0217,0.0003,0.0,0,0
10/05/2024 03:00:00,0.2291,0.0061,0.0262,0.0173,0.008,0.0126,0.0147,0.059,0.0265,0.0086,0.1908,0.0002,0.0082,-0.0,0.0218,0.0003,0.0,0,0
10/05/2024 04:00:00,0.2291,0.0061,0.0262,0.0174,0.0079,0.0127,0.0147,0.059,0.0266,0.0086,0.1909,0.0002,0.0082,-0.0,0.0218,0.0003,0.0,0,0
10/05/2024 05:00:00,0.2295,0.0062,0.0262,0.0174,0.0081,0.0126,0.0148,0.0585,0.0267,0.0086,0.1919,0.0002,0.0082,-0.0,0.0217,0.0003,0.0,0,0
10/05/2024 06:00:00,0.1685,0.0061,0.0262,0.0172,0.0082,0.0126,0.0149,0.0447,0.0267,0.0086,0.1488,0.0002,0.0082,-0.0,0.0216,0.0003,0.0,0,0
10/05/2024 07:00:00,0.0211,0.0062,0.0263,0.017,0.0083,0.0129,0.015,0.0323,0.0267,0.0085,0.0219,0.0002,0.0081,-0.0,0.0216,0.0003,0.0,0,0
10/05/2024 08:00:00,0.021,0.0062,0.0262,0.0169,0.0083,0.0128,0.015,0.032,0.0267,0.0085,0.0215,0.0002,0.0081,-0.0,0.0211,0.0003,0.0,0,0
10/05/2024 09:00:00,0.0209,0.0061,0.0261,0.0169,0.0083,0.0128,0.0149,0.0318,0.0265,0.0084,0.0212,0.0002,0.008,-0.0,0.0208,0.0003,0.0,0,0
10/05/2024 10:00:00,0.0209,0.0061,0.026,0.0168,0.0083,0.0128,0.0149,0.0317,0.0266,0.0084,0.0211,0.0001,0.008,-0.0,0.0206,0.0003,0.0,0,0
10/05/2024 11:00:00,0.0208,0.0061,0.0261,0.0167,0.0081,0.0127,0.0149,0.0316,0.0264,0.0084,0.0209,0.0002,0.008,-0.0,0.0205,0.0003,0.0,0,0
10/05/2024 12:00:00,0.0207,0.006,0.0261,0.0167,0.0081,0.0126,0.0148,0.0316,0.0264,0.0084,0.0208,0.0001,0.008,-0.0,0.0203,0.0003,0.0,0,0
10/05/2024 13:00:00,0.0207,0.0061,0.0261,0.0168,0.0082,0.0127,0.0148,0.0316,0.0265,0.0084,0.0208,0.0001,0.008,-0.0,0.0203,0.0189,0.0,0,0
10/05/2024 14:00:00,0.0208,0.0062,0.0257,0.0168,0.0083,0.0126,0.0148,0.0316,0.0264,0.0084,0.0209,0.0002,0.0076,-0.0,0.0205,0.0166,0.0,0,0
10/05/2024 15:00:00,0.0207,0.0061,0.0256,0.0168,0.0082,0.0126,0.0148,0.0316,0.0263,0.0084,0.0209,0.0001,0.0074,-0.0,0.0204,0.0171,0.0,0,0
10/05/2024 16:00:00,0.0206,0.0061,0.0256,0.0166,0.008,0.0126,0.0148,0.0314,0.0262,0.0084,0.0206,0.0001,0.0073,-0.0,0.0202,0.0142,0.0,0,0
10/05/2024 17:00:00,0.0207,0.0065,0.0257,0.0167,0.0079,0.0126,0.0147,0.0314,0.0258,0.0084,0.0207,0.0001,0.0073,-0.0,0.0203,0.0128,0.0,0,0
10/05/2024 18:00:00,0.0436,0.0061,0.0257,0.0168,0.0082,0.0126,0.0148,0.0317,0.0263,0.0084,0.043,0.0001,0.0074,-0.0,0.0208,0.0289,0.0,0,0
10/05/2024 19:00:00,0.2216,0.0059,0.0256,0.0172,0.0077,0.0124,0.0146,0.0492,0.0262,0.0085,0.1936,0.0001,0.0076,-0.0,0.0209,0.1466,0.0,0,0
10/05/2024 20:00:00,0.2314,0.006,0.0256,0.0172,0.0076,0.0124,0.0145,0.0582,0.0263,0.0085,0.1934,0.0001,0.0077,-0.0,0.0212,0.1471,0.0,0,0
10/05/2024 21:00:00,0.2314,0.006,0.0256,0.0172,0.0078,0.0125,0.0145,0.0584,0.0264,0.0085,0.1933,0.0001,0.0077,-0.0,0.0215,0.1473,0.0,0,0
10/05/2024 22:00:00,0.231,0.0061,0.0257,0.0172,0.0077,0.0125,0.0146,0.0583,0.0264,0.0085,0.1932,0.0002,0.0077,-0.0,0.0215,0.1475,0.0,0,0
10/05/2024 23:00:00,0.2309,0.0062,0.0257,0.0173,0.008,0.0126,0.0147,0.0588,0.0265,0.0085,0.1928,0.0002,0.0078,-0.0,0.0217,0.1467,0.0,0,0
10/06/2024 00:00:00,0.2318,0.0061,0.0258,0.0172,0.0078,0.0125,0.0146,0.0593,0.0264,0.0085,0.1932,0.0002,0.0076,-0.0,0.0215,0.1468,0.0,0,0
10/06/2024 01:00:00,0.2305,0.0061,0.0258,0.0172,0.0077,0.0124,0.0146,0.0585,0.0264,0.0085,0.1928,0.0002,0.0076,-0.0,0.0214,0.1466,0.0,0,0
10/06/2024 02:00:00,0.2309,0.0061,0.0258,0.0173,0.0077,0.0125,0.0146,0.0594,0.0265,0.0085,0.1924,0.0002,0.0076,-0.0,0.0213,0.1460,0.0,0,0
10/06/2024 03:00:00,0.2314,0.0061,0.0258,0.0174,0.0079,0.0125,0.0147,0.06,0.0267,0.0086,0.1925,0.0002,0.0078,-0.0,0.0216,0.1454,0.0,0,0
10/06/2024 04:00:00,0.231,0.0061,0.0258,0.0173,0.0081,0.0126,0.0147,0.0596,0.0267,0.0086,0.1926,0.0002,0.0078,-0.0,0.0215,0.1455,0.0,0,0
10/06/2024 05:00:00,0.6255,0.5656,0.0545,0.0173,0.0079,0.0124,0.0147,0.0589,0.0267,0.0086,0.1931,0.0002,0.0077,-0.0,0.0215,0.1465,0.0,0,0
10/06/2024 06:00:00,0.1839,0.0061,0.0258,0.0172,0.0078,0.0126,0.0148,0.0493,0.0267,0.0085,0.1587,0.0002,0.0077,-0.0,0.0214,0.1202,0.0,0,0
10/06/2024 07:00:00,0.0209,0.0062,0.0259,0.0169,0.0082,0.0128,0.015,0.0322,0.0266,0.0085,0.0217,0.0001,0.0076,-0.0,0.0213,0.0111,0.0,0,0
10/06/2024 08:00:00,0.0208,0.0061,0.0258,0.0168,0.0082,0.0127,0.0149,0.0319,0.0265,0.0085,0.0213,0.0001,0.0075,-0.0,0.0209,0.0109,0.0,0,0
10/06/2024 09:00:00,0.021,0.0062,0.0258,0.017,0.0084,0.0128,0.015,0.0322,0.0267,0.0085,0.2813,0.0002,0.2315,-0.0,0.0214,0.0109,0.0,0,0
