Time Bucket (America/Costa_Rica),UTEM CIER DAVID-Mains_A (kWhs),UTEM CIER DAVID-Mains_B (kWhs),UTEM CIER DAVID-Mains_C (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 1 (kWhs),UTEM CIER DAVID-Air Conditioner-AC fotovoltaica 2 (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna  (kWhs),UTEM CIER DAVID-Air Conditioner-AC Aula Magna (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tab Secundario L3 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L1 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L2 (kWhs),UTEM CIER DAVID-Sub Panel-Tablero Secundario2 L3 (kWhs),UTEM CIER DAVID-Solar/Generation-Inversor (kWhs),UTEM CIER DAVID-Room/Multi-use Circuit-Contactos David (kWhs),UTEM CIER DAVID-Lights-Alumbrado (kWhs),UTEM CIER DAVID-Lights-Alumbrado Fotovoltaico (kWhs),UTEM CIER DAVID-Other-Circuit_15 (kWhs),UTEM CIER DAVID-Other-Circuit_16 (kWhs)
10/16/2024 19:00:00,0.2485,0.0278,0.0483,0.0315,0.0225,0.0297,0.0357,0.0558,0.0286,0.0084,0.1905,0.0002,0.0086,-0.0,0.018,0.0011,0.0001,0,0
10/16/2024 20:00:00,2.3309,1.6203,2.0321,1.3253,1.3787,1.5895,1.939,0.0551,0.0272,0.0083,0.1964,0.0002,0.0071,-0.0,0.0176,0.0011,0.0057,0,0
10/16/2024 21:00:00,0.2258,0.0099,0.0247,0.5592,0.473,0.0122,0.0146,0.0567,0.0287,0.0084,0.1908,0.0002,0.0067,-0.0,0.0184,0.0011,0.0,0,0
10/16/2024 22:00:00,0.226,0.01,0.0248,0.0171,0.0074,0.0122,0.0145,0.0569,0.0287,0.0084,0.191,0.0002,0.0065,-0.0,0.0184,0.0011,0.0,0,0
10/16/2024 23:00:00,0.2265,0.01,0.0247,0.0171,0.0074,0.0122,0.0146,0.0569,0.0289,0.0085,0.1916,0.0002,0.0065,-0.0,0.0185,0.0011,0.0,0,0
10/17/2024 00:00:00,0.2264,0.01,0.0247,0.0172,0.0076,0.0122,0.0147,0.0569,0.029,0.0084,0.1916,0.0002,0.0067,-0.0,0.0186,0.0011,0.0,0,0
10/17/2024 01:00:00,0.2275,0.01,0.0248,0.0172,0.0077,0.0122,0.0147,0.0577,0.0292,0.0085,0.192,0.0002,0.0067,-0.0,0.0188,0.0011,0.0,0,0
10/17/2024 02:00:00,0.2278,0.0101,0.0248,0.0174,0.0078,0.0124,0.0148,0.0581,0.0295,0.0085,0.1921,0.0002,0.0072,-0.0,0.0191,0.0011,0.0,0,0
10/17/2024 03:00:00,0.2274,0.0101,0.0248,0.0174,0.008,0.0126,0.0149,0.0579,0.0296,0.0086,0.192,0.0002,0.0074,-0.0,0.0192,0.0011,0.0,0,0
10/17/2024 04:00:00,0.2276,0.0101,0.0248,0.0175,0.0083,0.0126,0.0149,0.0581,0.0297,0.0086,0.1921,0.0003,0.0075,-0.0,0.0194,0.0011,0.0,0,0
10/17/2024 05:00:00,0.2169,0.0101,0.0248,0.0175,0.0081,0.0125,0.015,0.0483,0.0298,0.0086,0.1923,0.0003,0.0074,-0.0,0.0194,0.0011,0.0,0,0
10/17/2024 06:00:00,0.1589,0.0101,0.0248,0.0174,0.0081,0.0125,0.0152,0.0302,0.0296,0.0086,0.1556,0.0003,0.0074,-0.0,0.019,0.0011,0.0,0,0
10/17/2024 07:00:00,1.0634,1.4806,1.8026,0.0168,0.008,2.1207,2.6154,0.03,0.0294,0.0084,0.0188,0.1659,0.0328,-0.0,0.0187,0.0011,0.0,0,0
10/17/2024 08:00:00,1.3814,0.7719,1.9668,0.0169,0.01,2.7593,0.8121,0.0299,0.0294,0.008,0.0182,0.3642,0.3926,-0.0,0.0185,0.0011,0.0,0,0
10/17/2024 09:00:00,1.445,0.4339,1.9459,0.0168,0.0106,2.8873,0.0159,0.0296,0.0292,0.0079,0.0174,0.4264,0.5337,-0.0,0.0179,0.0011,0.0,0,0
10/17/2024 10:00:00,0.5258,0.1665,0.4109,0.1621,0.1676,0.6239,0.005,0.0095,0.0092,0.0027,0.0614,0.087,0.02,-0.0,0.0112,0.0011,0.0496,0,0
10/17/2024 11:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 12:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 13:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 14:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 15:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 16:00:00,0.2861,0.1425,0.1218,0.1988,0.2076,0.034,0.0023,0.0045,0.0042,0.0014,0.0725,0.0448,0.0034,-0.0,0.0096,0.0011,0.0622,0,0
10/17/2024 17:00:00,3.4926,1.8055,1.3352,2.5774,2.685,0.0108,0.0145,0.0287,0.0261,0.0088,0.9249,0.542,0.0175,-0.0,0.1099,0.0011,0.8088,0,0
10/17/2024 18:00:00,3.5086,1.7655,1.3064,2.5193,2.6285,0.0109,0.0144,0.0469,0.0262,0.0088,0.9791,0.5302,0.0175,-0.0,0.121,0.0011,0.8018,0,0
10/17/2024 19:00:00,3.204,1.5424,1.1347,2.1813,2.2774,0.0109,0.0143,0.0545,0.0263,0.0088,1.0056,0.4724,0.0169,-0.0,0.0982,0.0011,0.721,0,0
10/17/2024 20:00:00,0.2157,0.0107,0.0346,0.0167,0.0068,0.012,0.0143,0.0548,0.0277,0.0082,0.1812,0.0,0.0188,-0.0,0.0,0.0011,0.0,0,0
10/17/2024 21:00:00,0.2174,0.0125,0.0337,0.0166,0.0067,0.012,0.0142,0.0557,0.0266,0.0089,0.1821,0.0,0.0187,-0.0,0.0,0.0011,0.0,0,0
10/17/2024 22:00:00,0.2181,0.0125,0.0333,0.0166,0.0067,0.0121,0.0142,0.0559,0.0267,0.0093,0.1827,0.0,0.0185,-0.0,0.0,0.0011,0.0,0,0
10/17/2024 23:00:00,0.2175,0.0126,0.0333,0.0166,0.0069,0.012,0.0143,0.0555,0.0269,0.0094,0.1828,0.0,0.0187,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 00:00:00,0.2176,0.0125,0.034,0.0168,0.0073,0.0122,0.0144,0.0559,0.0271,0.0088,0.1827,0.0,0.0187,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 01:00:00,0.2188,0.0099,0.0348,0.0171,0.0076,0.0124,0.0146,0.0573,0.0292,0.0084,0.1829,0.0,0.0189,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 02:00:00,0.2184,0.0099,0.0347,0.0171,0.0079,0.0125,0.0148,0.0569,0.0294,0.0084,0.1831,0.0,0.0188,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 03:00:00,0.2187,0.0099,0.0349,0.0172,0.0079,0.0125,0.0148,0.0572,0.0296,0.0084,0.1832,0.0,0.019,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 04:00:00,0.2197,0.0099,0.0348,0.0172,0.0079,0.0125,0.0147,0.0576,0.0296,0.0085,0.1837,0.0,0.0188,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 05:00:00,0.2196,0.0099,0.0347,0.0173,0.0079,0.0126,0.0148,0.0576,0.0297,0.0085,0.1838,0.0,0.0188,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 06:00:00,0.1558,0.0099,0.0346,0.0171,0.008,0.0126,0.0149,0.0381,0.0296,0.0085,0.1409,0.0,0.0188,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 07:00:00,1.0458,1.3145,1.777,0.0165,0.007,2.1023,2.5798,0.0298,0.0293,0.0083,0.0,0.0173,0.0411,-0.0,0.0,0.0011,0.0,0,0
10/18/2024 08:00:00,1.3086,1.4695,1.9717,0.0171,0.008,2.5683,2.4426,0.0299,0.0294,0.0082,0.0317,0.2433,0.0492,-0.0,0.0,0.0011,0.0313,0,0
10/18/2024 09:00:00,1.8644,0.1206,1.423,0.0187,0.009,2.8084,0.0154,0.0296,0.0297,0.0086,0.4737,0.1119,0.0356,-0.0,0.0,0.0011,0.4701,0,0
10/18/2024 10:00:00,1.3923,0.1164,0.7249,0.0968,0.0911,1.3527,0.0248,0.0293,0.0726,0.009,0.6569,0.0206,0.0034,-0.0,0.0023,0.0011,0.6489,0,0
10/18/2024 11:00:00,3.5247,1.9313,1.3601,2.614,2.782,0.0117,0.0151,0.0299,0.0292,0.0089,0.8955,0.6548,0.0023,-0.0,0.0837,0.0011,0.8056,0,0
10/18/2024 12:00:00,3.2889,1.7498,1.3828,2.6635,2.8299,0.012,0.0151,0.0298,0.03,0.009,0.8386,0.7949,0.0024,-0.5031,0.0496,0.0011,0.7995,0,0
10/18/2024 13:00:00,2.1066,0.1956,1.3907,2.6688,2.8468,0.0124,0.0149,0.0298,0.0354,0.0103,1.0851,1.2919,0.0016,-2.9391,0.0727,0.0011,0.7756,0,0
10/18/2024 14:00:00,2.472,0.6868,2.1047,2.6806,2.8596,0.8496,1.0051,0.0299,0.0327,0.0195,1.0979,1.3158,0.0013,-3.0412,0.0554,0.0011,0.7921,0,0
10/18/2024 15:00:00,4.0235,2.4051,3.9738,2.6568,2.8157,3.0758,3.7033,0.0294,0.0288,0.0088,0.8878,1.0523,0.0005,-2.5287,0.2792,0.0011,0.7893,0,0
10/18/2024 16:00:00,3.7303,2.2615,3.2303,2.6384,2.7878,2.1709,2.6492,0.0293,0.0276,0.0086,0.5306,0.6057,0.0239,-1.7282,0.0325,0.0011,0.7828,0,0
10/18/2024 17:00:00,3.2224,1.5004,1.3235,2.5877,2.7222,0.0113,0.0147,0.0293,0.0269,0.0088,0.6476,0.3047,0.002,-0.5521,0.0486,0.0011,0.7807,0,0
10/18/2024 18:00:00,3.4,1.5878,1.2742,2.4911,2.6213,0.011,0.0147,0.0441,0.0275,0.0088,0.8824,0.3675,0.0018,-0.1224,0.0314,0.0011,0.7816,0,0
10/18/2024 19:00:00,3.4466,1.5276,1.2621,2.4313,2.5569,0.0106,0.0147,0.0552,0.0288,0.0202,0.9831,0.3375,0.0021,-0.0386,0.0234,0.0011,0.785,0,0
10/18/2024 20:00:00,0.2957,0.0659,0.0517,0.0697,0.0636,0.0121,0.0143,0.0555,0.0285,0.0083,0.2067,0.0454,0.0013,-0.032,0.0,0.0011,0.0338,0,0
10/18/2024 21:00:00,0.2082,0.0193,0.0247,0.0167,0.0071,0.0122,0.0143,0.0555,0.0286,0.0083,0.1729,0.0251,0.0012,-0.0311,0.0,0.0011,0.0,0,0
10/18/2024 22:00:00,0.2079,0.0193,0.0246,0.0167,0.0069,0.012,0.0143,0.0548,0.0285,0.0083,0.1734,0.025,0.0012,-0.0306,0.0,0.0011,0.0,0,0
10/18/2024 23:00:00,0.2085,0.0194,0.0248,0.0168,0.007,0.0121,0.0144,0.0558,0.0286,0.0083,0.1732,0.0252,0.0016,-0.0322,0.0,0.0011,0.0,0,0
10/19/2024 00:00:00,0.2087,0.0196,0.0248,0.0168,0.0072,0.0122,0.0145,0.0561,0.0288,0.0083,0.1733,0.0254,0.0013,-0.0322,0.0,0.0011,0.0,0,0
10/19/2024 01:00:00,0.2095,0.0196,0.0249,0.0169,0.0073,0.0122,0.0145,0.057,0.029,0.0083,0.1733,0.0255,0.0014,-0.0321,0.0,0.0011,0.0,0,0
10/19/2024 02:00:00,0.2088,0.0197,0.0249,0.017,0.0074,0.0123,0.0145,0.0567,0.0292,0.0084,0.1732,0.0257,0.0015,-0.0328,0.0,0.0011,0.0,0,0
10/19/2024 03:00:00,0.2088,0.0198,0.0249,0.0171,0.0076,0.0124,0.0147,0.0566,0.0294,0.0084,0.1734,0.0258,0.0016,-0.0339,0.0,0.0011,0.0,0,0
10/19/2024 04:00:00,0.2098,0.0199,0.0248,0.0172,0.0079,0.0125,0.0147,0.0575,0.0296,0.0084,0.1736,0.026,0.0017,-0.0341,0.0,0.0011,0.0,0,0
10/19/2024 05:00:00,0.2094,0.0199,0.0248,0.0172,0.0079,0.0126,0.0148,0.057,0.0296,0.0084,0.1736,0.0261,0.0017,-0.035,0.0,0.0011,0.0,0,0
10/19/2024 06:00:00,0.1696,0.0198,0.0249,0.0171,0.0078,0.0125,0.0148,0.0544,0.0295,0.0084,0.142,0.0259,0.0016,-0.0347,0.0,0.0011,0.0,0,0
10/19/2024 07:00:00,-0.0465,-0.1098,0.0249,0.017,0.0083,0.0128,0.0152,0.0301,0.0298,0.0084,0.1317,0.128,0.002,-0.2631,0.0,0.0011,0.0,0,0
10/19/2024 08:00:00,-0.481,-0.5336,0.0235,0.017,0.0091,0.0132,0.0151,0.0301,0.0298,0.0083,0.5506,0.5462,0.002,-1.0928,0.0,0.0011,0.0,0,0
10/19/2024 09:00:00,-0.9467,-0.9892,0.022,0.0171,0.0095,0.0135,0.0151,0.03,0.0298,0.0084,1.0137,1.0038,0.0015,-2.0057,0.0,0.0011,0.0,0,0
10/19/2024 10:00:00,-1.2961,-1.3263,0.021,0.0171,0.0099,0.0136,0.015,0.03,0.0298,0.0083,1.3556,1.3417,0.0018,-2.6798,0.0,0.0011,0.0,0,0
10/19/2024 11:00:00,-1.5,-1.5232,0.0204,0.0171,0.01,0.0137,0.015,0.0299,0.0298,0.0083,1.5553,1.539,0.002,-3.0733,0.0,0.0011,0.0,0,0
10/19/2024 12:00:00,-1.5667,-1.5884,0.0202,0.017,0.0102,0.0138,0.015,0.0298,0.0297,0.0083,1.6212,1.6042,0.0019,-3.2035,0.0,0.0011,0.0,0,0
10/19/2024 13:00:00,-1.5423,-1.5639,0.0202,0.017,0.0099,0.0137,0.0149,0.0298,0.0297,0.0082,1.5964,1.5796,0.0018,-3.1544,0.0,0.0011,0.0,0,0
10/19/2024 14:00:00,-1.4668,-1.4899,0.0205,0.017,0.0098,0.0136,0.0148,0.0297,0.0295,0.0082,1.5213,1.5054,0.0014,-3.0064,0.0,0.0011,0.0,0,0
10/19/2024 15:00:00,-1.2135,-1.2452,0.0212,0.0168,0.0095,0.0134,0.0148,0.0296,0.0293,0.0082,1.2731,1.2602,0.0014,-2.517,0.0,0.0011,0.0,0,0
10/19/2024 16:00:00,-0.8,-0.8444,0.0225,0.0167,0.0087,0.0131,0.0148,0.0294,0.029,0.0082,0.8664,0.8582,0.0013,-1.7152,0.0,0.0011,0.0,0,0
10/19/2024 17:00:00,-0.1656,-0.243,0.0243,0.0166,0.008,0.0126,0.0147,0.0451,0.0288,0.0081,0.2548,0.2536,0.0013,-0.5091,0.0,0.0011,0.0,0,0
10/19/2024 18:00:00,0.1054,-0.0212,0.025,0.0168,0.0075,0.0124,0.0146,0.0549,0.0288,0.0082,0.1006,0.0558,0.0016,-0.1177,0.0,0.0011,0.0,0,0
10/19/2024 19:00:00,0.2051,0.0197,0.0249,0.017,0.0072,0.0123,0.0145,0.0559,0.0287,0.0083,0.1698,0.0254,0.0016,-0.0319,0.0,0.0011,0.0,0,0
10/19/2024 20:00:00,0.2059,0.0197,0.0249,0.0169,0.0072,0.0122,0.0144,0.0557,0.0286,0.0083,0.1708,0.0253,0.0014,-0.0315,0.0,0.0011,0.0,0,0
10/19/2024 21:00:00,0.2061,0.0198,0.0249,0.0169,0.0074,0.0123,0.0145,0.056,0.0288,0.0083,0.171,0.0255,0.0017,-0.0326,0.0,0.0011,0.0,0,0
10/19/2024 22:00:00,0.2068,0.0199,0.0249,0.017,0.0075,0.0124,0.0146,0.0567,0.0289,0.0083,0.1712,0.0255,0.0022,-0.0334,0.0,0.0011,0.0,0,0
10/19/2024 23:00:00,0.2074,0.0199,0.025,0.017,0.0075,0.0125,0.0147,0.0573,0.0291,0.0084,0.1713,0.0257,0.002,-0.0326,0.0,0.0011,0.0,0,0
10/20/2024 00:00:00,0.2069,0.0199,0.025,0.017,0.0078,0.0124,0.0147,0.0568,0.0291,0.0084,0.1713,0.0257,0.0018,-0.0333,0.0,0.0011,0.0,0,0
10/20/2024 01:00:00,0.2072,0.0199,0.025,0.017,0.0073,0.0124,0.0145,0.0566,0.029,0.0084,0.1718,0.0256,0.0017,-0.0324,0.0,0.0011,0.0,0,0
10/20/2024 02:00:00,0.1994,0.019,0.0239,0.0162,0.0072,0.0118,0.0139,0.0549,0.0277,0.008,0.1646,0.0244,0.0016,-0.0311,0.0,0.0011,0.0,0,0
10/20/2024 03:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 04:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 05:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 06:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 07:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 08:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 09:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 10:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 11:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 12:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 13:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 14:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 15:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 16:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 17:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 18:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 19:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 20:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 21:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 22:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/20/2024 23:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/21/2024 00:00:00,0.009,0.0009,0.0011,0.0007,0.0003,0.0005,0.0006,0.0025,0.0013,0.0004,0.0075,0.0011,0.0001,-0.0014,0.0,0.0011,0.0,0,0
10/21/2024 01:00:00,0.2069,0.0199,0.025,0.017,0.0074,0.0124,0.0146,0.0568,0.0291,0.0084,0.1715,0.0256,0.0014,-0.0311,0.0,0.1773,0.0,0,0
10/21/2024 02:00:00,0.2074,0.02,0.0251,0.0171,0.0076,0.0124,0.0147,0.0574,0.0293,0.0084,0.1716,0.0259,0.0018,-0.0328,0.0,0.1775,0.0,0,0
10/21/2024 03:00:00,0.2076,0.0199,0.0251,0.017,0.0076,0.0124,0.0146,0.0572,0.0292,0.0084,0.1719,0.0257,0.0016,-0.0317,0.0,0.1775,0.0,0,0
10/21/2024 04:00:00,0.2084,0.0199,0.025,0.0171,0.0075,0.0125,0.0147,0.0574,0.0293,0.0084,0.1725,0.0258,0.0014,-0.0319,0.0,0.1778,0.0,0,0
10/21/2024 05:00:00,0.2083,0.0199,0.025,0.0171,0.0076,0.0125,0.0147,0.0573,0.0294,0.0084,0.1726,0.0259,0.0016,-0.0326,0.0,0.1773,0.0,0,0
10/21/2024 06:00:00,0.1579,0.0199,0.025,0.0171,0.0076,0.0125,0.0149,0.0358,0.0293,0.0084,0.1496,0.0258,0.0016,-0.0324,0.0,0.1503,0.0,0,0
10/21/2024 07:00:00,1.0089,1.2098,1.8539,0.0164,0.0071,2.1975,2.6922,0.0299,0.0293,0.0083,0.15,0.1485,0.0321,-0.3005,0.0,0.0000,0.0,0,0
10/21/2024 08:00:00,0.9353,1.2549,2.4408,0.0158,0.0073,2.7363,3.3471,0.0293,0.0288,0.0081,0.4849,0.4546,0.174,-0.9636,0.0,0.0000,0.0,0,0
10/21/2024 09:00:00,0.7219,1.2673,2.7907,0.015,0.0082,2.8046,3.4256,0.0288,0.0284,0.0078,0.7288,0.5874,0.4536,-1.4443,0.0,0.0000,0.0,0,0
10/21/2024 10:00:00,0.5425,1.3852,3.3526,0.0145,0.0097,2.988,3.658,0.0291,0.0286,0.0076,0.9951,0.7219,0.826,-1.9693,0.0,0.0000,0.0,0,0
10/21/2024 11:00:00,0.2664,1.0043,3.0858,0.0152,0.0094,3.0587,3.7504,0.0288,0.0284,0.0078,1.3068,1.0892,0.4722,-2.5959,0.0008,0.0000,0.0117,0,0
10/21/2024 12:00:00,0.8413,0.9476,2.7309,0.0169,0.0074,3.0676,3.7674,0.0288,0.0283,0.0084,0.972,1.0518,0.0789,-2.3995,0.0308,0.0003,0.4488,0,0
10/21/2024 13:00:00,1.6536,0.9732,2.5139,1.0877,1.145,2.2377,2.7437,0.0289,0.0279,0.0106,0.9734,1.1392,0.035,-2.7109,0.0666,0,0.7135,0,0
10/21/2024 14:00:00,3.0766,1.3039,2.5804,2.7038,2.8641,1.3772,1.668,0.0294,0.0278,0.0147,0.812,0.9962,0.0051,-2.3323,0.0864,0,0.7136,0,0
10/21/2024 15:00:00,3.1216,1.606,1.9934,2.6531,2.7922,0.7523,0.9226,0.0293,0.0267,0.0087,0.5232,0.5229,0.0046,-1.6058,0.1227,0,0.7074,0,0
10/21/2024 16:00:00,3.095,1.5785,1.3011,2.5861,2.7116,0.0114,0.0147,0.0291,0.0265,0.0086,0.512,0.3515,0.0054,-0.706,0.0786,0,0.7039,0,0
10/21/2024 17:00:00,4.1629,2.5927,3.0363,2.5439,2.6626,1.3967,1.7066,0.0323,0.0267,0.0092,0.9169,0.4931,0.5639,-0.1995,0.1522,0,0.7816,0,0
10/21/2024 18:00:00,4.9324,3.7816,4.6153,2.5225,2.6449,2.88,3.5291,0.0538,0.0268,0.0108,0.9375,0.7751,0.8832,-0.1081,0.0381,0,0.7822,0,0
10/21/2024 19:00:00,2.4655,1.2192,1.0239,1.6681,1.7474,0.0733,0.0916,0.054,0.0278,0.0086,0.7311,0.3676,0.13,-0.038,0.0187,0,0.5443,0,0
10/21/2024 20:00:00,0.2033,0.0225,0.0253,0.0167,0.0069,0.0118,0.0143,0.0543,0.0266,0.0083,0.1693,0.0249,0.0074,-0.0364,0.0,0,0.0,0,0
10/21/2024 21:00:00,0.2037,0.0226,0.025,0.0167,0.0068,0.0118,0.0143,0.0547,0.0267,0.0082,0.1696,0.0249,0.0073,-0.0366,0.0,0,0.0,0,0
10/21/2024 22:00:00,0.2047,0.0224,0.0252,0.0166,0.0065,0.0117,0.0141,0.0547,0.0264,0.0082,0.1705,0.0246,0.007,-0.0361,0.0,0,0.0,0,0
10/21/2024 23:00:00,0.2062,0.0227,0.0253,0.0167,0.0068,0.0119,0.0143,0.0552,0.0269,0.0083,0.1718,0.0251,0.0072,-0.0368,0.0,0,0.0,0,0
10/22/2024 00:00:00,0.206,0.0228,0.0254,0.0169,0.0068,0.012,0.0144,0.0555,0.027,0.0083,0.1714,0.0252,0.0073,-0.037,0.0,0,0.0,0,0
