Time Bucket (America/Costa_Rica),UTeM CIER Sala Mestros-Mains_A (kWatts),UTeM CIER Sala Mestros-Mains_B (kWatts),UTeM CIER Sala Mestros-Mains_C (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Rack (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Aula Medios (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L1 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L2 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L3 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Juntas (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Cubiculos (kWatts),UTeM CIER Sala Mestros-Other-Circuit_12 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_13 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_14 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_15 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_16 (kWatts)
09/07/2024 10:30:00,1.9995,1.8799,0.4360,0.0350,0.0218,0.5894,0.0140,0.1269,0.4165,0.2130,1.7535,0.0225,0.0960,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 10:45:00,1.2636,1.4904,0.3500,0.4133,0.0196,0.4477,0.0107,0.1140,0.0695,0.2191,1.7535,0.0225,0.0960,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 11:00:00,1.5368,1.7139,0.3149,0.0031,0.0220,0.4683,0.0119,0.0658,0.0580,0.2115,2.6249,0.0249,0.1067,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 11:15:00,1.6919,1.8733,0.2729,0.0028,0.0216,0.4205,0.0118,0.0478,0.0643,0.2353,2.8991,0.0247,0.1062,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 11:30:00,1.6886,1.8820,0.2482,0.0031,0.0213,0.3719,0.0120,0.0478,0.0761,0.2517,2.8747,0.0249,0.1062,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 11:45:00,1.9763,1.8497,0.2927,0.0066,0.0216,0.4260,0.0138,0.0641,0.3595,0.2119,2.8981,0.0248,0.1066,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 12:00:00,1.9063,1.8553,0.3724,0.0056,0.0217,0.4524,0.0133,0.1319,0.2930,0.2267,2.8882,0.0248,0.1064,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 12:15:00,1.5523,1.7708,0.3566,0.0034,0.0217,0.4338,0.0119,0.1262,0.0757,0.2626,2.6276,0.0248,0.1062,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 12:30:00,0.3557,0.4077,0.6593,0.0023,0.0227,0.4801,0.0117,0.1411,0.0778,0.2110,0.0104,0.5440,0.1060,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 12:45:00,0.6479,0.4064,1.0055,0.0026,0.0226,0.4775,0.0118,0.1863,0.0781,0.2112,0.0101,1.1331,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 13:00:00,0.5168,0.4804,0.8023,0.0028,0.0217,0.3875,0.0119,0.1613,0.0731,0.2742,0.0101,0.8794,0.1062,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 13:15:00,0.4313,0.4204,0.3946,0.0058,0.0215,0.3759,0.0134,0.0958,0.3262,0.2117,0.0105,0.2117,0.1060,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 13:30:00,0.3385,0.4501,0.3149,0.0059,0.0214,0.3697,0.0133,0.1165,0.3267,0.2454,0.0101,0.0253,0.1048,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 13:45:00,0.0961,0.4200,0.3229,0.0025,0.0217,0.3406,0.0113,0.1400,0.0751,0.2371,0.0106,0.0254,0.1048,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 14:00:00,0.0967,0.3751,0.2880,0.0026,0.0220,0.3148,0.0113,0.1175,0.0755,0.2110,0.0104,0.0255,0.1054,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 14:15:00,0.2783,0.6018,0.2290,0.0030,0.0219,0.3098,0.0118,0.0598,0.0770,0.2810,0.3328,0.0255,0.1058,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 14:30:00,1.5694,1.7004,0.2291,0.0032,0.0216,0.3085,0.0120,0.0602,0.0740,0.2108,2.6850,0.0248,0.1061,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 14:45:00,1.9262,1.7001,0.2284,0.0081,0.0214,0.3067,0.0145,0.0594,0.4444,0.2111,2.6852,0.0250,0.1064,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 15:00:00,0.5821,0.7476,0.2754,0.0050,0.0220,0.3064,0.0129,0.1080,0.2161,0.2741,0.6457,0.0256,0.1066,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 15:15:00,0.0971,0.3701,0.3103,0.0026,0.0222,0.3106,0.0116,0.1421,0.0758,0.2102,0.0107,0.0258,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 15:30:00,0.1020,0.3730,0.3029,0.0029,0.0223,0.3142,0.0117,0.1324,0.0805,0.2101,0.0108,0.0258,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 15:45:00,0.1067,0.4380,0.2348,0.0032,0.0223,0.3185,0.0121,0.0607,0.0851,0.2713,0.0109,0.0259,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 16:00:00,0.1295,0.3782,0.2351,0.0034,0.0223,0.3187,0.0122,0.0607,0.1085,0.2118,0.0107,0.0259,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 16:15:00,0.4466,0.3843,0.2385,0.0083,0.0219,0.3268,0.0145,0.0595,0.4382,0.2117,0.0105,0.0258,0.1074,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 16:30:00,0.2101,0.4436,0.2704,0.0046,0.0221,0.3220,0.0128,0.0953,0.1936,0.2747,0.0106,0.0257,0.1067,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 16:45:00,0.0806,0.3768,0.3159,0.0027,0.0221,0.3195,0.0116,0.1432,0.0593,0.2104,0.0106,0.0257,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 17:00:00,0.0784,0.3674,0.3022,0.0027,0.0222,0.3068,0.0117,0.1357,0.0570,0.2102,0.0105,0.0258,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 17:15:00,0.0763,0.4244,0.2296,0.0033,0.0224,0.2987,0.0120,0.0659,0.0549,0.2727,0.0108,0.0260,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 17:30:00,0.1684,0.3611,0.2198,0.0043,0.0225,0.2978,0.0125,0.0561,0.1500,0.2105,0.0112,0.0260,0.1073,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 17:45:00,0.4376,0.3769,0.2172,0.0085,0.0223,0.2927,0.0145,0.0551,0.4298,0.2293,0.0107,0.0260,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 18:00:00,0.1379,0.4035,0.2364,0.0039,0.0225,0.2939,0.0123,0.0750,0.1187,0.2558,0.0107,0.0260,0.1073,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 18:15:00,0.0774,0.3361,0.3290,0.0025,0.0226,0.2591,0.0114,0.1866,0.0559,0.2101,0.0107,0.0260,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 18:30:00,0.0774,0.4393,0.4677,0.0021,0.0229,0.3802,0.0114,0.2659,0.0558,0.2759,0.0106,0.0260,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 18:45:00,0.0773,0.3561,0.3707,0.0022,0.0225,0.2915,0.0116,0.2127,0.0557,0.2107,0.0108,0.0261,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 19:00:00,0.2488,0.3588,0.3437,0.0046,0.0223,0.2916,0.0128,0.1845,0.2330,0.2127,0.0109,0.0260,0.1073,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 19:15:00,0.4154,0.4242,0.3430,0.0074,0.0223,0.2905,0.0141,0.1838,0.4063,0.2784,0.0105,0.0260,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 19:30:00,0.0774,0.3613,0.3460,0.0022,0.0225,0.2963,0.0116,0.1852,0.0555,0.2129,0.0108,0.0260,0.1071,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 19:45:00,0.0771,0.3604,0.4270,0.0023,0.0225,0.2957,0.0112,0.2678,0.0556,0.2123,0.0106,0.0260,0.1069,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 20:00:00,0.0774,0.4379,0.4229,0.0026,0.0226,0.2938,0.0114,0.2644,0.0557,0.2911,0.0105,0.0261,0.1074,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 20:15:00,0.0775,0.3548,0.3882,0.0023,0.0226,0.2876,0.0113,0.2324,0.0558,0.2124,0.0106,0.0260,0.1073,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 20:30:00,0.3345,0.3568,0.3424,0.0061,0.0224,0.2894,0.0135,0.1841,0.3220,0.2128,0.0109,0.0260,0.1073,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 20:45:00,0.3330,0.3588,0.3433,0.0059,0.0225,0.2912,0.0136,0.1840,0.3207,0.2133,0.0111,0.0261,0.1076,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 21:00:00,0.0777,0.4270,0.3443,0.0027,0.0227,0.2933,0.0118,0.1849,0.0558,0.2803,0.0108,0.0262,0.1077,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 21:15:00,0.0778,0.3583,0.4052,0.0021,0.0226,0.2925,0.0113,0.2471,0.0560,0.2123,0.0109,0.0262,0.1076,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 21:30:00,0.0776,0.4222,0.4239,0.0020,0.0226,0.2928,0.0115,0.2658,0.0560,0.2758,0.0108,0.0261,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 21:45:00,0.0779,0.3115,0.3761,0.0021,0.0229,0.2215,0.0115,0.2530,0.0561,0.2120,0.0106,0.0262,0.1076,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 22:00:00,0.4375,0.2740,0.2798,0.0075,0.0228,0.1618,0.0144,0.1838,0.4280,0.2128,0.0107,0.0263,0.1080,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 22:15:00,0.2300,0.4164,0.3325,0.0046,0.0226,0.2687,0.0127,0.1843,0.2135,0.2859,0.0110,0.0262,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 22:30:00,0.0782,0.3554,0.3415,0.0032,0.0228,0.2875,0.0116,0.1847,0.0560,0.2128,0.0113,0.0262,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 22:45:00,0.0793,0.3539,0.3780,0.0031,0.0228,0.2856,0.0113,0.2226,0.0569,0.2126,0.0112,0.0263,0.1089,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 23:00:00,0.0798,0.4197,0.4228,0.0032,0.0228,0.2862,0.0114,0.2676,0.0576,0.2773,0.0111,0.0263,0.1089,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 23:15:00,0.1806,0.3088,0.3831,0.0039,0.0231,0.2158,0.0121,0.2621,0.1619,0.2123,0.0109,0.0263,0.1088,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 23:30:00,0.4457,0.2737,0.2909,0.0076,0.0231,0.1602,0.0145,0.1953,0.4370,0.2130,0.0109,0.0263,0.1091,0.0000,No CT,No CT,No CT,No CT,No CT
09/07/2024 23:45:00,0.1330,0.3725,0.3186,0.0041,0.0231,0.2389,0.0121,0.1848,0.1126,0.2731,0.0113,0.0264,0.1094,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 00:00:00,0.0816,0.2764,0.2831,0.0034,0.0234,0.1665,0.0118,0.1852,0.0591,0.2126,0.0114,0.0264,0.1096,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 00:15:00,0.0811,0.4124,0.3565,0.0032,0.0229,0.2817,0.0117,0.2023,0.0590,0.2728,0.0111,0.0263,0.1092,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 00:30:00,0.0813,0.3531,0.4242,0.0030,0.0229,0.2840,0.0112,0.2700,0.0592,0.2119,0.0113,0.0263,0.1094,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 00:45:00,0.2875,0.3072,0.3833,0.0054,0.0231,0.2127,0.0131,0.2633,0.2724,0.2122,0.0113,0.0264,0.1097,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 01:00:00,0.3932,0.3331,0.3068,0.0072,0.0232,0.1579,0.0142,0.2125,0.3824,0.2736,0.0113,0.0263,0.1100,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 01:15:00,0.0816,0.3103,0.3177,0.0036,0.0234,0.2357,0.0116,0.1855,0.0592,0.2126,0.0114,0.0264,0.1100,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 01:30:00,0.0818,0.2767,0.2793,0.0035,0.0234,0.1578,0.0117,0.1856,0.0592,0.2184,0.0114,0.0265,0.1101,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 01:45:00,0.0816,0.3312,0.2809,0.0035,0.0234,0.1615,0.0118,0.1853,0.0592,0.2705,0.0113,0.0265,0.1102,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 02:00:00,0.0818,0.3065,0.3958,0.0030,0.0234,0.2290,0.0114,0.2681,0.0595,0.2123,0.0112,0.0265,0.1104,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 02:15:00,0.3924,0.3436,0.3623,0.0071,0.0233,0.1677,0.0140,0.2639,0.3814,0.2778,0.0111,0.0265,0.1106,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 02:30:00,0.2942,0.3497,0.4072,0.0058,0.0232,0.3314,0.0133,0.2272,0.2798,0.2124,0.0115,0.0265,0.1107,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 02:45:00,0.0827,0.3504,0.3390,0.0036,0.0231,0.2792,0.0119,0.1856,0.0603,0.2124,0.0113,0.0266,0.1108,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 03:00:00,0.0831,0.3532,0.2914,0.0035,0.0235,0.1821,0.0120,0.1856,0.0607,0.2787,0.0116,0.0266,0.1107,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 03:15:00,0.0832,0.2700,0.2791,0.0038,0.0235,0.1568,0.0117,0.1858,0.0608,0.2124,0.0114,0.0266,0.1109,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 03:30:00,0.1351,0.3088,0.3867,0.0040,0.0234,0.2325,0.0120,0.2568,0.1144,0.2124,0.0111,0.0266,0.1110,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 03:45:00,0.4552,0.3363,0.3567,0.0081,0.0234,0.1538,0.0147,0.2647,0.4466,0.2793,0.0112,0.0266,0.1114,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 04:00:00,0.1823,0.2901,0.3533,0.0043,0.0236,0.2014,0.0125,0.2383,0.1635,0.2124,0.0111,0.0266,0.1113,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 04:15:00,0.0836,0.2855,0.2935,0.0036,0.0237,0.1851,0.0119,0.1862,0.0609,0.2104,0.0113,0.0266,0.1114,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 04:30:00,0.0836,0.3303,0.2803,0.0038,0.0237,0.1565,0.0121,0.1871,0.0610,0.2723,0.0116,0.0267,0.1115,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 04:45:00,0.0836,0.3052,0.3172,0.0036,0.0236,0.2306,0.0118,0.1872,0.0609,0.2090,0.0115,0.0267,0.1115,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 05:00:00,0.2551,0.3347,0.3361,0.0057,0.0236,0.1549,0.0132,0.2438,0.2387,0.2770,0.0114,0.0266,0.1116,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 05:15:00,0.4344,0.2911,0.3854,0.0079,0.0233,0.2070,0.0145,0.2671,0.4253,0.2091,0.0112,0.0266,0.1116,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 05:30:00,0.0835,0.2806,0.3555,0.0034,0.0236,0.1777,0.0114,0.2527,0.0610,0.2090,0.0114,0.0266,0.1114,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 05:45:00,0.0835,0.3261,0.2807,0.0036,0.0236,0.1563,0.0120,0.1874,0.0609,0.2679,0.0112,0.0267,0.1118,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 06:00:00,0.0834,0.3050,0.3175,0.0035,0.0235,0.2312,0.0118,0.1874,0.0608,0.2088,0.0115,0.0267,0.1113,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 06:15:00,0.0834,0.2662,0.2801,0.0034,0.0236,0.1553,0.0118,0.1873,0.0607,0.2087,0.0114,0.0266,0.1113,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 06:30:00,0.3681,0.3587,0.3507,0.0068,0.0234,0.2109,0.0142,0.2302,0.3555,0.2739,0.0112,0.0266,0.1116,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 06:45:00,0.3220,0.2759,0.3395,0.0063,0.0235,0.1732,0.0138,0.2379,0.3084,0.2066,0.0112,0.0266,0.1119,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 07:00:00,0.0826,0.3004,0.2303,0.0039,0.0236,0.1572,0.0121,0.1359,0.0602,0.2418,0.0114,0.0266,0.1120,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 07:15:00,0.0826,0.3372,0.1917,0.0043,0.0235,0.2312,0.0125,0.0596,0.0600,0.2403,0.0116,0.0266,0.1119,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 07:30:00,0.0823,0.2937,0.1770,0.0043,0.0234,0.2009,0.0122,0.0599,0.0598,0.2067,0.0113,0.0265,0.1116,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 07:45:00,0.1116,0.4028,0.2187,0.0043,0.0229,0.2866,0.0124,0.0595,0.0903,0.2577,0.0114,0.0263,0.1110,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 08:00:00,0.4529,0.3711,0.2493,0.0082,0.0227,0.2934,0.0147,0.0860,0.4437,0.2200,0.0112,0.0262,0.1109,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 08:15:00,0.1968,0.3620,0.3073,0.0049,0.0227,0.3002,0.0124,0.1425,0.1788,0.2063,0.0112,0.0262,0.1107,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 08:30:00,0.0813,0.4302,0.3034,0.0040,0.0227,0.3031,0.0117,0.1374,0.0594,0.2725,0.0114,0.0263,0.1110,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 08:45:00,0.0813,0.3719,0.2455,0.0038,0.0228,0.3090,0.0120,0.0757,0.0593,0.2112,0.0113,0.0263,0.1111,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 09:00:00,0.0812,0.3739,0.2316,0.0039,0.0226,0.3130,0.0118,0.0596,0.0591,0.2106,0.0111,0.0262,0.1107,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 09:15:00,0.2422,0.4646,0.2382,0.0060,0.0225,0.3261,0.0132,0.0591,0.2257,0.2907,0.0112,0.0261,0.1108,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 09:30:00,0.4377,0.4027,0.2614,0.0081,0.0222,0.3494,0.0146,0.0705,0.4285,0.2112,0.0112,0.0261,0.1106,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 09:45:00,0.0808,0.3999,0.3317,0.0033,0.0224,0.3477,0.0115,0.1440,0.0591,0.2105,0.0112,0.0261,0.1104,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 10:00:00,0.0805,0.4045,0.3284,0.0033,0.0223,0.3537,0.0117,0.1377,0.0588,0.2104,0.0110,0.0259,0.1101,0.0000,No CT,No CT,No CT,No CT,No CT
