Time Bucket (America/Costa_Rica),UTeM CIER Sala Mestros-Mains_A (kWatts),UTeM CIER Sala Mestros-Mains_B (kWatts),UTeM CIER Sala Mestros-Mains_C (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 1 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Rack (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Aula Medios (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L1 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L2 (kWatts),UTeM CIER Sala Mestros-Sub Panel-Tab Secundario L3 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Maestros 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Direccion 2 (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Sala Juntas (kWatts),UTeM CIER Sala Mestros-Air Conditioner-AC Cubiculos (kWatts),UTeM CIER Sala Mestros-Other-Circuit_12 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_13 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_14 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_15 (kWatts),UTeM CIER Sala Mestros-Other-Circuit_16 (kWatts)
09/08/2024 10:15:00,0.0802,0.4805,0.2744,0.0038,0.0223,0.3445,0.0118,0.0875,0.0586,0.2930,0.0110,0.0259,0.1097,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 10:30:00,0.0805,0.3965,0.2961,0.0036,0.0230,0.4418,0.0118,0.0593,0.0586,0.2107,0.0112,0.0259,0.1098,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 10:45:00,0.3782,0.4267,0.3352,0.0069,0.0228,0.5212,0.0139,0.0583,0.3666,0.2109,0.0108,0.0259,0.1094,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 11:00:00,0.2944,0.4713,0.2785,0.0057,0.0224,0.4079,0.0135,0.0583,0.2805,0.2854,0.0107,0.0257,0.1091,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 11:15:00,0.0800,0.3974,0.3265,0.0030,0.0221,0.3398,0.0113,0.1425,0.0585,0.2132,0.0108,0.0257,0.1099,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 11:30:00,0.0799,0.4193,0.3387,0.0030,0.0219,0.3733,0.0114,0.1382,0.0585,0.2101,0.0111,0.0258,0.1098,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 11:45:00,0.0799,0.4036,0.3302,0.0030,0.0225,0.4281,0.0116,0.1014,0.0583,0.2102,0.0109,0.0256,0.1090,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 12:00:00,0.1606,0.4705,0.2509,0.0044,0.0220,0.3530,0.0125,0.0588,0.1418,0.2766,0.0108,0.0257,0.1095,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 12:15:00,0.4438,0.4075,0.2987,0.0076,0.0223,0.4480,0.0145,0.0579,0.4348,0.2106,0.0107,0.0256,0.1093,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 12:30:00,0.1445,0.4018,0.2819,0.0042,0.0223,0.4153,0.0121,0.0586,0.1252,0.2104,0.0108,0.0256,0.1087,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 12:45:00,0.0793,0.4785,0.3258,0.0033,0.0217,0.3667,0.0114,0.1288,0.0580,0.2744,0.0107,0.0256,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 13:00:00,0.0795,0.4125,0.3346,0.0030,0.0217,0.3662,0.0113,0.1383,0.0581,0.2098,0.0111,0.0256,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 13:15:00,0.0793,0.4175,0.3136,0.0031,0.0218,0.3726,0.0116,0.1133,0.0580,0.2099,0.0108,0.0255,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 13:30:00,0.3301,0.4959,0.2563,0.0063,0.0216,0.3668,0.0135,0.0577,0.3169,0.2920,0.0108,0.0254,0.1071,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 13:45:00,0.3341,0.4079,0.2522,0.0065,0.0217,0.3583,0.0135,0.0578,0.3214,0.2105,0.0106,0.0254,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 14:00:00,0.0792,0.3693,0.2268,0.0035,0.0220,0.3076,0.0114,0.0584,0.0576,0.2098,0.0107,0.0255,0.1061,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 14:15:00,0.0793,0.3862,0.2832,0.0032,0.0221,0.3047,0.0113,0.1169,0.0578,0.2285,0.0107,0.0254,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 14:30:00,0.0795,0.4253,0.3128,0.0031,0.0221,0.3206,0.0115,0.1388,0.0582,0.2561,0.0108,0.0255,0.1074,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 14:45:00,0.1357,0.3874,0.3087,0.0036,0.0220,0.3326,0.0118,0.1286,0.1161,0.2097,0.0112,0.0256,0.1079,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 15:00:00,0.4435,0.4649,0.2394,0.0074,0.0217,0.3326,0.0145,0.0569,0.4349,0.2856,0.0105,0.0255,0.1077,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 15:15:00,0.1682,0.3871,0.2385,0.0044,0.0218,0.3317,0.0122,0.0577,0.1500,0.2098,0.0110,0.0255,0.1071,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 15:30:00,0.0801,0.3890,0.2405,0.0035,0.0222,0.3344,0.0117,0.0584,0.0584,0.2103,0.0110,0.0257,0.1086,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 15:45:00,0.0799,0.3912,0.2800,0.0032,0.0221,0.3375,0.0117,0.0969,0.0583,0.2103,0.0109,0.0257,0.1082,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 16:00:00,0.0798,0.4594,0.3201,0.0035,0.0221,0.3321,0.0114,0.1406,0.0584,0.2823,0.0106,0.0257,0.1077,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 16:15:00,0.3203,0.3807,0.3106,0.0059,0.0220,0.3225,0.0132,0.1350,0.3068,0.2103,0.0108,0.0256,0.1078,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 16:30:00,0.3498,0.3873,0.2517,0.0065,0.0220,0.3315,0.0137,0.0707,0.3376,0.2103,0.0109,0.0256,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 16:45:00,0.0797,0.4553,0.2384,0.0036,0.0220,0.3310,0.0117,0.0581,0.0581,0.2794,0.0110,0.0257,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 17:00:00,0.0798,0.3853,0.2381,0.0037,0.0221,0.3307,0.0116,0.0581,0.0582,0.2101,0.0108,0.0257,0.1075,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 17:15:00,0.0798,0.3843,0.2526,0.0031,0.0221,0.3292,0.0116,0.0736,0.0582,0.2101,0.0108,0.0257,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 17:30:00,0.1284,0.4533,0.3193,0.0036,0.0220,0.3276,0.0117,0.1420,0.1085,0.2798,0.0108,0.0256,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 17:45:00,0.4452,0.3834,0.3132,0.0071,0.0219,0.3272,0.0143,0.1351,0.4366,0.2101,0.0107,0.0256,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 18:00:00,0.1774,0.3818,0.2718,0.0041,0.0222,0.3265,0.0123,0.0943,0.1595,0.2100,0.0109,0.0256,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 18:15:00,0.0798,0.4367,0.2305,0.0035,0.0222,0.3160,0.0118,0.0578,0.0581,0.2724,0.0110,0.0257,0.1071,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 18:30:00,0.0801,0.3654,0.2499,0.0030,0.0227,0.3538,0.0117,0.0578,0.0583,0.2147,0.0110,0.0257,0.1070,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 18:45:00,0.0806,0.3598,0.2340,0.0033,0.0223,0.3013,0.0115,0.0687,0.0589,0.2097,0.0109,0.0257,0.1067,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 19:00:00,0.2970,0.4263,0.4265,0.0049,0.0221,0.2987,0.0127,0.2648,0.2827,0.2734,0.0105,0.0257,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 19:15:00,0.3735,0.3642,0.4278,0.0058,0.0220,0.2974,0.0133,0.2666,0.3624,0.2123,0.0106,0.0256,0.1065,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 19:30:00,0.0805,0.3638,0.4069,0.0025,0.0222,0.2988,0.0107,0.2455,0.0589,0.2119,0.0105,0.0256,0.1063,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 19:45:00,0.0804,0.4318,0.3510,0.0027,0.0222,0.3036,0.0113,0.1865,0.0587,0.2765,0.0107,0.0256,0.1062,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 20:00:00,0.0805,0.3642,0.3488,0.0027,0.0222,0.2992,0.0107,0.1866,0.0587,0.2124,0.0109,0.0256,0.1059,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 20:15:00,0.0908,0.3637,0.3483,0.0025,0.0221,0.2985,0.0111,0.1865,0.0693,0.2121,0.0109,0.0256,0.1056,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 20:30:00,0.4487,0.4390,0.3998,0.0069,0.0219,0.2985,0.0140,0.2375,0.4394,0.2857,0.0106,0.0254,0.1055,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 20:45:00,0.2083,0.3638,0.4280,0.0036,0.0221,0.2981,0.0117,0.2671,0.1912,0.2118,0.0109,0.0255,0.1055,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 21:00:00,0.0807,0.3656,0.4256,0.0025,0.0222,0.3016,0.0109,0.2634,0.0589,0.2120,0.0107,0.0256,0.1059,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 21:15:00,0.0806,0.4297,0.3508,0.0028,0.0223,0.2984,0.0112,0.1888,0.0588,0.2782,0.0109,0.0257,0.1059,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 21:30:00,0.0807,0.3644,0.3487,0.0026,0.0223,0.2996,0.0110,0.1863,0.0589,0.2124,0.0107,0.0257,0.1058,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 21:45:00,0.2742,0.3627,0.3477,0.0048,0.0222,0.2967,0.0126,0.1861,0.2587,0.2123,0.0108,0.0257,0.1060,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 22:00:00,0.3967,0.4347,0.3760,0.0064,0.0222,0.2946,0.0138,0.2155,0.3859,0.2849,0.0105,0.0257,0.1061,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 22:15:00,0.0807,0.3633,0.4300,0.0026,0.0222,0.2983,0.0109,0.2695,0.0591,0.2118,0.0105,0.0257,0.1058,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 22:30:00,0.0807,0.3629,0.4243,0.0026,0.0222,0.2979,0.0106,0.2638,0.0591,0.2116,0.0107,0.0257,0.1060,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 22:45:00,0.0809,0.4280,0.3604,0.0030,0.0223,0.2812,0.0112,0.2071,0.0590,0.2877,0.0107,0.0258,0.1063,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 23:00:00,0.0814,0.2774,0.2840,0.0030,0.0229,0.1673,0.0113,0.1864,0.0593,0.2125,0.0111,0.0258,0.1069,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 23:15:00,0.4471,0.3467,0.3352,0.0072,0.0223,0.2711,0.0142,0.1853,0.4372,0.2128,0.0105,0.0259,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 23:30:00,0.2293,0.4240,0.3560,0.0045,0.0223,0.2966,0.0126,0.1944,0.2125,0.2731,0.0108,0.0259,0.1071,0.0000,No CT,No CT,No CT,No CT,No CT
09/08/2024 23:45:00,0.0815,0.3762,0.4316,0.0025,0.0224,0.2960,0.0112,0.2718,0.0596,0.2261,0.0110,0.0259,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 00:00:00,0.0815,0.3628,0.4253,0.0026,0.0224,0.2967,0.0111,0.2651,0.0596,0.2122,0.0109,0.0259,0.1072,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 00:15:00,0.0816,0.3512,0.3797,0.0027,0.0225,0.2797,0.0115,0.2274,0.0596,0.2122,0.0109,0.0260,0.1074,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 00:30:00,0.2483,0.3428,0.2834,0.0047,0.0229,0.1651,0.0128,0.1860,0.2315,0.2788,0.0110,0.0260,0.1077,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 00:45:00,0.4320,0.3168,0.3133,0.0074,0.0226,0.2255,0.0143,0.1857,0.4221,0.2129,0.0111,0.0261,0.1083,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 01:00:00,0.0819,0.4392,0.3475,0.0031,0.0227,0.2949,0.0117,0.1868,0.0598,0.2900,0.0108,0.0261,0.1084,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 01:15:00,0.0821,0.3600,0.4168,0.0030,0.0227,0.2937,0.0111,0.2577,0.0599,0.2123,0.0109,0.0261,0.1086,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 01:30:00,0.0819,0.3583,0.4242,0.0028,0.0226,0.2909,0.0110,0.2667,0.0599,0.2121,0.0112,0.0261,0.1083,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 01:45:00,0.0818,0.2953,0.3595,0.0025,0.0229,0.1959,0.0112,0.2483,0.0598,0.2117,0.0111,0.0260,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 02:00:00,0.4177,0.3495,0.2832,0.0074,0.0229,0.1641,0.0142,0.1855,0.4068,0.2854,0.0109,0.0261,0.1087,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 02:15:00,0.2603,0.3134,0.3216,0.0050,0.0228,0.2425,0.0129,0.1859,0.2444,0.2118,0.0107,0.0259,0.1079,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 02:30:00,0.0815,0.3125,0.3323,0.0026,0.0231,0.2636,0.0113,0.1865,0.0593,0.2110,0.0108,0.0259,0.1076,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 02:45:00,0.0813,0.4197,0.4027,0.0028,0.0225,0.3078,0.0109,0.2361,0.0593,0.2728,0.0108,0.0259,0.1077,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 03:00:00,0.0814,0.3528,0.4215,0.0024,0.0226,0.2831,0.0112,0.2679,0.0595,0.2110,0.0108,0.0259,0.1079,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 03:15:00,0.2289,0.4041,0.4087,0.0041,0.0225,0.2658,0.0120,0.2628,0.2119,0.2731,0.0110,0.0259,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 03:30:00,0.4440,0.2767,0.2836,0.0073,0.0228,0.1596,0.0143,0.1882,0.4347,0.2156,0.0109,0.0260,0.1086,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 03:45:00,0.0843,0.2787,0.2885,0.0030,0.0231,0.1750,0.0116,0.1866,0.0622,0.2113,0.0109,0.0260,0.1084,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 04:00:00,0.0817,0.3783,0.3126,0.0029,0.0229,0.2233,0.0113,0.1866,0.0595,0.2860,0.0109,0.0260,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 04:15:00,0.0818,0.2712,0.3100,0.0026,0.0230,0.1591,0.0113,0.2163,0.0596,0.2113,0.0110,0.0261,0.1085,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 04:30:00,0.0818,0.3423,0.4165,0.0026,0.0227,0.2681,0.0111,0.2701,0.0597,0.2108,0.0109,0.0260,0.1086,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 04:45:00,0.4051,0.3661,0.4189,0.0062,0.0224,0.2843,0.0138,0.2634,0.3942,0.2231,0.0106,0.0260,0.1089,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 05:00:00,0.2736,0.3294,0.3022,0.0054,0.0229,0.1614,0.0131,0.2065,0.2584,0.2673,0.0110,0.0260,0.1090,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 05:15:00,0.0818,0.2714,0.2816,0.0027,0.0230,0.1601,0.0116,0.1869,0.0595,0.2110,0.0112,0.0260,0.1089,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 05:30:00,0.0816,0.3730,0.3184,0.0031,0.0230,0.2351,0.0115,0.1867,0.0594,0.2759,0.0108,0.0260,0.1086,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 05:45:00,0.0817,0.2696,0.2867,0.0026,0.0231,0.1576,0.0113,0.1935,0.0595,0.2107,0.0109,0.0260,0.1087,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 06:00:00,0.2100,0.3071,0.4024,0.0041,0.0228,0.2339,0.0121,0.2723,0.1919,0.2107,0.0105,0.0260,0.1084,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 06:15:00,0.4434,0.3496,0.3573,0.0070,0.0227,0.1576,0.0142,0.2640,0.4339,0.2893,0.0107,0.0259,0.1082,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 06:30:00,0.1024,0.2680,0.3166,0.0030,0.0229,0.1579,0.0113,0.2236,0.0809,0.2086,0.0108,0.0259,0.1080,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 06:45:00,0.0807,0.3044,0.2560,0.0031,0.0229,0.2342,0.0113,0.1238,0.0586,0.2076,0.0108,0.0259,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 07:00:00,0.0802,0.2853,0.1534,0.0035,0.0228,0.1581,0.0115,0.0579,0.0582,0.2255,0.0112,0.0258,0.1081,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 07:15:00,0.0817,0.4003,0.2086,0.0038,0.0230,0.2673,0.0119,0.0591,0.0593,0.2695,0.0113,0.0264,0.1108,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 07:30:00,0.3915,0.3508,0.2940,0.0072,0.0228,0.2821,0.0140,0.1375,0.3803,0.2089,0.0110,0.0263,0.1106,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 07:45:00,1.5658,1.4603,0.2792,0.0063,0.0224,0.2222,0.0135,0.1525,0.2675,0.1978,2.3394,0.0256,0.1096,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 08:00:00,1.4451,1.6136,0.2585,0.0034,0.0221,0.2178,0.0120,0.1347,0.0553,0.2767,2.4977,0.0253,0.1079,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 08:15:00,1.3449,1.6486,0.2729,0.0033,0.0215,0.2952,0.0117,0.1111,0.0658,0.3591,2.2959,0.0250,0.1063,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 08:30:00,0.1060,0.3318,0.2812,0.0026,0.0202,0.2756,0.0108,0.1309,0.0869,0.1886,0.0098,0.0235,0.0979,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 08:45:00,0.4259,0.5480,0.2717,0.2798,0.0180,0.2488,0.0103,0.1285,0.1726,0.1878,0.1895,0.0211,0.1104,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 09:00:00,1.2812,1.1880,0.2893,1.0553,0.0142,0.2034,0.0097,0.1502,0.3685,0.2055,0.6935,0.0173,0.1562,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 09:15:00,3.1678,2.5607,1.1493,2.5216,0.0121,0.1875,0.0083,0.4269,0.4690,0.4591,1.5679,0.0160,0.0664,1.1294,No CT,No CT,No CT,No CT,No CT
09/09/2024 09:30:00,5.4830,4.4019,2.5314,4.1160,0.0196,0.4904,0.0135,0.7892,0.6337,0.9204,2.5811,0.0257,0.1054,2.7059,No CT,No CT,No CT,No CT,No CT
09/09/2024 09:45:00,5.3395,4.0418,2.2071,4.1279,0.0194,0.3123,0.0133,0.7071,0.6318,0.6106,2.5637,0.0258,0.1058,2.4259,No CT,No CT,No CT,No CT,No CT
09/09/2024 10:00:00,4.5140,3.5831,1.2719,4.1487,0.0197,0.3312,0.0122,0.9208,0.8189,0.1272,2.5832,0.3787,0.1068,0.0000,No CT,No CT,No CT,No CT,No CT
09/09/2024 10:15:00,5.5812,3.6822,1.7657,4.1060,0.0194,0.3448,0.0155,0.7475,1.2949,0.2303,2.6131,0.9311,0.1063,0.6653,No CT,No CT,No CT,No CT,No CT
09/09/2024 10:30:00,6.3200,3.9932,2.6983,4.0921,0.0192,0.3310,0.0151,0.7445,1.1927,0.5560,2.6081,0.5527,0.1049,2.7314,No CT,No CT,No CT,No CT,No CT
09/09/2024 10:45:00,6.1523,4.2310,2.8019,4.0368,0.0185,0.3379,0.0143,0.8784,1.0983,0.8323,2.5724,0.5536,0.1028,2.6711,No CT,No CT,No CT,No CT,No CT
09/09/2024 11:00:00,6.2583,4.0925,2.8317,4.1730,0.0187,0.3642,0.0141,0.9011,1.1091,0.5651,2.6664,0.5737,0.1048,2.6027,No CT,No CT,No CT,No CT,No CT
09/09/2024 11:15:00,6.1865,4.0889,2.7107,4.1776,0.0188,0.3714,0.0143,0.7670,1.0291,0.5545,2.6669,0.5796,0.1045,2.6088,No CT,No CT,No CT,No CT,No CT
09/09/2024 11:30:00,6.5973,4.9339,3.3571,4.2134,0.0185,0.3846,0.0146,0.8198,1.3927,0.8170,2.6991,0.5825,1.8225,2.6288,No CT,No CT,No CT,No CT,No CT
09/09/2024 11:45:00,6.6933,4.9284,3.2838,4.2388,0.0188,0.4762,0.0156,0.6568,1.4580,0.7716,2.7214,0.5812,1.9014,2.6491,No CT,No CT,No CT,No CT,No CT
